Software Used:, Crystal Instruments EDM software Ver.12.0.0.18,,Software Used:, Crystal Instruments EDM software Ver.12.0.0.18,,Software Used:, Crystal Instruments EDM software Ver.12.0.0.18,,Software Used:, Crystal Instruments EDM software Ver.12.0.0.18,
0.00000000E+000,-6.96773767E-001,-1.58869758E-001,0.00000000E+000,9.17676687E-001,4.72403020E-002,0.00000000E+000,2.26887643E-001,0.00000000E+000,0.00000000E+000,9.99997020E-001,
2.44140625E-004,-6.59654975E-001,-1.57730088E-001,1.25000000E-001,4.25277858E-006,3.78007705E-008,1.25000000E-001,-1.41042536E-002,-8.10327008E-002,1.25000000E-001,7.61129558E-001,
4.88281250E-004,-6.89350009E-001,-1.53171405E-001,2.50000000E-001,7.86511100E-006,1.74582112E-007,2.50000000E-001,1.42234489E-001,1.10073052E-002,2.50000000E-001,9.16857958E-001,
7.32421875E-004,-6.79805160E-001,-1.57502145E-001,3.75000000E-001,6.93768561E-006,2.43765641E-007,3.75000000E-001,-5.22853294E-003,1.00877747E-001,3.75000000E-001,2.90402681E-001,
9.76562500E-004,-6.46928489E-001,-1.53855219E-001,5.00000000E-001,1.25696697E-005,3.18948821E-007,5.00000000E-001,-1.35594890E-001,-7.60594681E-002,5.00000000E-001,9.52574193E-001,
1.22070313E-003,-6.86168432E-001,-1.47928938E-001,6.25000000E-001,1.29161963E-005,8.24661583E-008,6.25000000E-001,2.41795778E-002,-5.67897744E-002,6.25000000E-001,5.96692264E-001,
1.46484375E-003,-6.90410554E-001,-1.60921156E-001,7.50000000E-001,1.87029364E-005,1.63931659E-007,7.50000000E-001,-6.16430305E-003,4.61921729E-002,7.50000000E-001,2.47771978E-001,
1.70898438E-003,-6.77684128E-001,-1.54994875E-001,8.75000000E-001,2.35690422E-005,8.84745788E-008,8.75000000E-001,-7.50770094E-003,-5.60535640E-002,8.75000000E-001,8.52019787E-001,
1.95312500E-003,-6.99955404E-001,-1.57502145E-001,1.00000000E+000,2.21716618E-005,3.07440189E-007,1.00000000E+000,4.05070335E-002,1.01653486E-001,1.00000000E+000,8.63552511E-001,
2.19726563E-003,-6.59654975E-001,-1.59097686E-001,1.12500000E+000,2.67579999E-005,4.80282196E-008,1.12500000E+000,-2.24359427E-002,5.63755492E-003,1.12500000E+000,2.98153162E-001,
2.44140625E-003,-6.78744614E-001,-1.48612738E-001,1.25000000E+000,3.14240169E-005,3.19720158E-007,1.25000000E+000,9.17216986E-002,-2.31710542E-002,1.25000000E+000,8.79636168E-001,
2.68554688E-003,-6.75563037E-001,-1.52715549E-001,1.37500000E+000,4.23714519E-005,3.60512438E-008,1.37500000E+000,2.09582187E-002,-1.70861389E-002,1.37500000E+000,8.59353781E-001,
2.92968750E-003,-6.57533884E-001,-1.56134546E-001,1.50000000E+000,5.42779235E-005,4.81557407E-008,1.50000000E+000,-2.18326226E-003,1.95071641E-002,1.50000000E+000,4.34285194E-001,
3.17382813E-003,-6.37383640E-001,-1.54083148E-001,1.62500000E+000,4.05138599E-005,1.19488874E-007,1.62500000E+000,-4.41684537E-002,2.33664829E-002,1.62500000E+000,8.46585989E-001,
3.41796875E-003,-6.54352248E-001,-1.48612738E-001,1.75000000E+000,5.87852410E-005,7.52103944E-008,1.75000000E+000,-3.49774677E-003,3.38536617E-003,1.75000000E+000,1.85202528E-002,
3.66210938E-003,-6.50110126E-001,-1.54766947E-001,1.87500000E+000,5.96022910E-005,4.97811961E-008,1.87500000E+000,1.05479788E-002,-6.64035371E-003,1.87500000E+000,1.86001703E-001,
3.90625000E-003,-6.55412793E-001,-1.48840681E-001,2.00000000E+000,5.21394395E-005,3.86580794E-008,2.00000000E+000,1.04329064E-002,5.20225242E-003,2.00000000E+000,1.83305115E-001,
4.15039063E-003,-6.56473339E-001,-1.57730088E-001,2.12500000E+000,5.29719036E-005,1.96730596E-008,2.12500000E+000,-3.71838361E-003,-5.56269428E-003,2.12500000E+000,1.20549276E-001,
4.39453125E-003,-6.59654975E-001,-1.48384809E-001,2.25000000E+000,6.30642098E-005,1.98995203E-008,2.25000000E+000,-9.02598258E-003,-3.14176781E-003,2.25000000E+000,2.89466888E-001,
4.63867188E-003,-6.15112305E-001,-1.50664136E-001,2.37500000E+000,6.36674449E-005,2.23682306E-007,2.37500000E+000,2.94836257E-002,-1.26140029E-003,2.37500000E+000,2.47878492E-001,
4.88281250E-003,-6.37383640E-001,-1.44509941E-001,2.50000000E+000,6.86529529E-005,6.45537312E-008,2.50000000E+000,-1.06134620E-002,-1.59052983E-002,2.50000000E+000,3.88840169E-001,
5.12695313E-003,-6.72381401E-001,-1.52715549E-001,2.62500000E+000,6.79249715E-005,4.79551012E-008,2.62500000E+000,-1.07910987E-002,-1.63184423E-002,2.62500000E+000,5.42134821E-001,
5.37109375E-003,-6.40565276E-001,-1.45649597E-001,2.75000000E+000,7.03562691E-005,1.06422689E-007,2.75000000E+000,2.74895248E-003,1.10922726E-002,2.75000000E+000,8.63365680E-002,
5.61523438E-003,-6.71320856E-001,-1.50436208E-001,2.87500000E+000,8.34918028E-005,5.38852376E-008,2.87500000E+000,1.85214411E-002,-1.36415213E-002,2.87500000E+000,8.19854438E-001,
5.85937500E-003,-6.61776006E-001,-1.42686471E-001,3.00000000E+000,7.05573402E-005,7.15746893E-008,3.00000000E+000,4.89165401E-003,-2.66083535E-002,3.00000000E+000,7.21517384E-001,
6.10351563E-003,-6.85107887E-001,-1.54994875E-001,3.12500000E+000,8.03650255E-005,5.57759989E-008,3.12500000E+000,-5.89752046E-004,5.50303841E-003,3.12500000E+000,4.41348404E-002,
6.34765625E-003,-6.29959881E-001,-1.50436208E-001,3.25000000E+000,8.60562141E-005,3.75478528E-008,3.25000000E+000,1.96520556E-002,-2.80617131E-003,3.25000000E+000,9.03189957E-001,
6.59179688E-003,-6.70260310E-001,-1.49752408E-001,3.37500000E+000,8.16765387E-005,3.18358317E-008,3.37500000E+000,-5.58028836E-003,2.64467252E-003,3.37500000E+000,9.78344157E-002,
6.83593750E-003,-6.89350009E-001,-1.48612738E-001,3.50000000E+000,9.73491842E-005,1.29981856E-007,3.50000000E+000,-1.35408398E-002,-1.58667360E-002,3.50000000E+000,3.25870842E-001,
7.08007813E-003,-6.36323094E-001,-1.44281998E-001,3.62500000E+000,9.48500092E-005,2.03300132E-008,3.62500000E+000,-6.99085323E-003,-4.28353576E-003,3.62500000E+000,3.13619733E-001,
7.32421875E-003,-6.52231157E-001,-1.47701010E-001,3.75000000E+000,9.04204935E-005,2.14345039E-008,3.75000000E+000,5.06125111E-003,-8.02657474E-003,3.75000000E+000,3.79830360E-001,
7.56835938E-003,-6.72381401E-001,-1.51347950E-001,3.87500000E+000,1.00778343E-004,7.24282998E-008,3.87500000E+000,1.66710094E-002,7.68724538E-004,3.87500000E+000,3.87525648E-001,
7.81250000E-003,-6.96773767E-001,-1.51575878E-001,4.00000000E+000,8.56377519E-005,1.39861811E-009,4.00000000E+000,-1.22689316E-003,-1.17433032E-004,4.00000000E+000,9.30143893E-002,
8.05664063E-003,-6.38444185E-001,-1.39723331E-001,4.12500000E+000,1.07976353E-004,9.84504993E-008,4.12500000E+000,-1.02289487E-002,8.95140972E-003,4.12500000E+000,2.02636808E-001,
8.30078125E-003,-6.64957643E-001,-1.47473067E-001,4.25000000E+000,1.01587582E-004,8.13287073E-008,4.25000000E+000,-2.68019736E-003,4.03525354E-003,4.25000000E+000,2.93122213E-002,
8.54492188E-003,-6.78744614E-001,-1.57046288E-001,4.37500000E+000,1.01576312E-004,1.24093091E-008,4.37500000E+000,-8.14903900E-003,1.00302161E-003,4.37500000E+000,5.51815689E-001,
8.78906250E-003,-6.35262549E-001,-1.49068609E-001,4.50000000E+000,1.02380851E-004,2.58562167E-008,4.50000000E+000,-8.54970980E-003,1.93886622E-003,4.50000000E+000,3.04321021E-001,
9.03320313E-003,-6.77684128E-001,-1.51803806E-001,4.62500000E+000,1.21624551E-004,3.72566014E-008,4.62500000E+000,-8.87251273E-003,5.08826645E-003,4.62500000E+000,3.41506958E-001,
9.27734375E-003,-6.87228918E-001,-1.52487606E-001,4.75000000E+000,1.19356751E-004,2.19475922E-008,4.75000000E+000,-4.74465964E-003,1.12733282E-002,4.75000000E+000,8.13559651E-001,
9.52148438E-003,-6.86168432E-001,-1.50892079E-001,4.87500000E+000,1.23564037E-004,1.82365110E-008,4.87500000E+000,7.11598760E-003,-3.77542572E-003,4.87500000E+000,4.39689577E-001,
9.76562500E-003,-6.81926250E-001,-1.52031749E-001,5.00000000E+000,1.35677343E-004,4.42735235E-008,5.00000000E+000,9.35635343E-003,-3.92157352E-003,5.00000000E+000,3.15400034E-001,
1.00097656E-002,-7.02076495E-001,-1.47017211E-001,5.12500000E+000,1.31921377E-004,9.06882889E-008,5.12500000E+000,8.21174216E-003,-2.00622268E-002,5.12500000E+000,6.83587670E-001,
1.02539063E-002,-6.70260310E-001,-1.49068609E-001,5.25000000E+000,1.27290463E-004,7.69692932E-008,5.25000000E+000,2.00866535E-002,-9.85468179E-003,5.25000000E+000,8.27868938E-001,
1.04980469E-002,-6.61776006E-001,-1.51347950E-001,5.37500000E+000,1.24828628E-004,3.73213140E-008,5.37500000E+000,1.31203467E-002,-1.00678401E-002,5.37500000E+000,9.14785564E-001,
1.07421875E-002,-6.88289464E-001,-1.47928938E-001,5.50000000E+000,1.26624771E-004,2.76114775E-008,5.50000000E+000,3.01387184E-003,-1.41956806E-002,5.50000000E+000,9.65795636E-001,
1.09863281E-002,-6.64957643E-001,-1.49980336E-001,5.62500000E+000,1.29954235E-004,5.84962443E-008,5.62500000E+000,-1.85585562E-002,2.00046645E-003,5.62500000E+000,7.74050236E-001,
1.12304688E-002,-6.42686307E-001,-1.56362489E-001,5.75000000E+000,1.37589755E-004,1.55323576E-008,5.75000000E+000,-6.77050371E-003,-2.60384497E-003,5.75000000E+000,4.66118604E-001,
1.14746094E-002,-6.91471100E-001,-1.47245139E-001,5.87500000E+000,1.49447384E-004,3.79258509E-008,5.87500000E+000,-7.05265300E-003,-5.18931448E-003,5.87500000E+000,3.02115858E-001,
1.17187500E-002,-6.59654975E-001,-1.46105468E-001,6.00000000E+000,1.36344810E-004,5.71806469E-009,6.00000000E+000,3.63214593E-003,-7.71164778E-004,6.00000000E+000,3.28754783E-001,
1.19628906E-002,-6.88289464E-001,-1.43142328E-001,6.12500000E+000,1.32420857E-004,2.41624143E-008,6.12500000E+000,-4.88807075E-003,-9.37249232E-003,6.12500000E+000,6.12377703E-001,
1.22070313E-002,-6.55412793E-001,-1.39267460E-001,6.25000000E+000,1.45403115E-004,1.24930928E-008,6.25000000E+000,-4.76327911E-003,7.72977527E-003,6.25000000E+000,9.59488750E-001,
1.24511719E-002,-6.68139279E-001,-1.45193741E-001,6.37500000E+000,1.50483713E-004,9.26811516E-009,6.37500000E+000,1.50413439E-003,2.72032805E-003,6.37500000E+000,1.56890124E-001,
1.26953125E-002,-7.05258071E-001,-1.41090930E-001,6.50000000E+000,1.46008737E-004,2.90218196E-008,6.50000000E+000,-5.41438768E-003,8.37155338E-003,6.50000000E+000,5.00062764E-001,
1.29394531E-002,-6.38444185E-001,-1.39039531E-001,6.62500000E+000,1.49540560E-004,1.24775443E-008,6.62500000E+000,5.02476352E-004,-8.69152645E-005,6.62500000E+000,3.11650732E-003,
1.31835938E-002,-6.57533884E-001,-1.40407130E-001,6.75000000E+000,1.42919191E-004,2.68140301E-008,6.75000000E+000,-1.90323021E-003,2.60247290E-003,6.75000000E+000,5.54055236E-002,
1.34277344E-002,-6.78744614E-001,-1.53171405E-001,6.87500000E+000,1.55576010E-004,3.18184568E-009,6.87500000E+000,-1.51345960E-003,-1.84558553E-003,6.87500000E+000,2.78549671E-001,
1.36718750E-002,-6.92531645E-001,-1.50892079E-001,7.00000000E+000,1.58728959E-004,1.41181751E-008,7.00000000E+000,-3.48337507E-003,-8.31154641E-003,7.00000000E+000,9.13113534E-001,
1.39160156E-002,-6.99955404E-001,-1.49752408E-001,7.12500000E+000,1.65850332E-004,1.53310005E-008,7.12500000E+000,-2.86160433E-003,1.69721781E-003,7.12500000E+000,1.19747214E-001,
1.41601563E-002,-6.78744614E-001,-1.58869758E-001,7.25000000E+000,1.55224552E-004,5.39274492E-009,7.25000000E+000,-5.05882723E-004,4.55255946E-003,7.25000000E+000,6.03941083E-001,
1.44042969E-002,-6.73441947E-001,-1.47473067E-001,7.37500000E+000,1.55565707E-004,6.74174228E-009,7.37500000E+000,-1.35631848E-003,-5.18730329E-003,7.37500000E+000,6.63309276E-001,
1.46484375E-002,-6.55412793E-001,-1.49980336E-001,7.50000000E+000,1.61186501E-004,4.02148785E-008,7.50000000E+000,1.27358723E-003,-1.22961849E-002,7.50000000E+000,6.12519383E-001,
1.48925781E-002,-6.82986796E-001,-1.53627276E-001,7.62500000E+000,1.66920028E-004,3.69942548E-008,7.62500000E+000,1.23853674E-002,-3.24651832E-003,7.62500000E+000,7.39718795E-001,
1.51367188E-002,-7.14802921E-001,-1.43826127E-001,7.75000000E+000,1.66350757E-004,1.59452131E-008,7.75000000E+000,3.17402970E-004,3.01281316E-003,7.75000000E+000,9.57500488E-002,
1.53808594E-002,-6.78744614E-001,-1.62516698E-001,7.87500000E+000,1.88519552E-004,1.61467995E-008,7.87500000E+000,-2.28754943E-003,5.97242033E-004,7.87500000E+000,6.52591065E-002,
1.56250000E-002,-6.61776006E-001,-1.45193741E-001,8.00000000E+000,1.66180922E-004,2.64099054E-009,8.00000000E+000,2.12267181E-003,1.35564373E-003,8.00000000E+000,3.99168909E-001,
1.58691406E-002,-6.73441947E-001,-1.54766947E-001,8.12500000E+000,1.69885403E-004,1.99536121E-008,8.12500000E+000,8.01332761E-003,-6.44349633E-003,8.12500000E+000,9.00216043E-001,
1.61132813E-002,-6.76623583E-001,-1.47701010E-001,8.25000000E+000,1.67346690E-004,2.95249336E-008,8.25000000E+000,5.00559388E-003,-8.70929193E-003,8.25000000E+000,5.71953952E-001,
1.63574219E-002,-7.28589952E-001,-1.47473067E-001,8.37500000E+000,1.66520360E-004,1.86690912E-008,8.37500000E+000,2.33381800E-003,-5.15335053E-003,8.37500000E+000,2.85467088E-001,
1.66015625E-002,-6.73441947E-001,-1.47928938E-001,8.50000000E+000,1.72386994E-004,2.15347669E-008,8.50000000E+000,6.15613360E-004,6.44694688E-003,8.50000000E+000,3.35746199E-001,
1.68457031E-002,-6.66018188E-001,-1.52031749E-001,8.62500000E+000,1.76526286E-004,4.88067498E-009,8.62500000E+000,1.57937012E-003,-9.39308607E-004,8.62500000E+000,1.22133516E-001,
1.70898438E-002,-6.72381401E-001,-1.45193741E-001,8.75000000E+000,1.70431333E-004,1.14961587E-008,8.75000000E+000,-2.51585245E-003,2.31633568E-003,8.75000000E+000,1.73378214E-001,
1.73339844E-002,-6.71320856E-001,-1.43142328E-001,8.87500000E+000,1.79217168E-004,8.83533069E-009,8.87500000E+000,-6.14447054E-003,7.26628641E-004,8.87500000E+000,7.76480615E-001,
1.75781250E-002,-6.59654975E-001,-1.37899861E-001,9.00000000E+000,1.79756957E-004,1.04302771E-008,9.00000000E+000,8.91196192E-004,-3.63127911E-003,9.00000000E+000,2.40938708E-001,
1.78222656E-002,-6.45867944E-001,-1.39951259E-001,9.12500000E+000,1.65640988E-004,1.45653987E-008,9.12500000E+000,6.73887902E-004,-8.56165495E-003,9.12500000E+000,8.38783801E-001,
1.80664063E-002,-6.52231157E-001,-1.49524480E-001,9.25000000E+000,1.65023506E-004,5.76704684E-009,9.25000000E+000,4.65948228E-003,-2.86217756E-003,9.25000000E+000,8.55813086E-001,
1.83105469E-002,-6.51170611E-001,-1.47245139E-001,9.37500000E+000,1.58696334E-004,1.13594476E-008,9.37500000E+000,-5.58792194E-003,-6.17063488E-004,9.37500000E+000,4.41534221E-001,
1.85546875E-002,-6.87228918E-001,-1.38355732E-001,9.50000000E+000,1.77488881E-004,3.34506334E-009,9.50000000E+000,-3.21901008E-003,1.43220730E-003,9.50000000E+000,6.58566058E-001,
1.87988281E-002,-6.76623583E-001,-1.40407130E-001,9.62500000E+000,1.79945855E-004,1.46425663E-008,9.62500000E+000,-1.53280748E-003,3.74849094E-003,9.62500000E+000,2.01548904E-001,
1.90429688E-002,-6.89350009E-001,-1.50664136E-001,9.75000000E+000,1.69278064E-004,1.63073572E-008,9.75000000E+000,5.43417316E-003,3.19049112E-003,9.75000000E+000,4.12214905E-001,
1.92871094E-002,-7.03137040E-001,-1.47017211E-001,9.87500000E+000,1.76542089E-004,1.12944862E-008,9.87500000E+000,-1.76867715E-003,-3.21739912E-003,9.87500000E+000,2.10702389E-001,
1.95312500E-002,-6.93592191E-001,-1.44737870E-001,1.00000000E+001,1.71131367E-004,1.91699883E-008,1.00000000E+001,4.07291204E-003,-3.94829549E-003,1.00000000E+001,2.87268132E-001,
1.97753906E-002,-6.90410554E-001,-1.47928938E-001,1.01250000E+001,1.69858744E-004,2.27419417E-008,1.01250000E+001,8.68040044E-003,1.60858966E-003,1.01250000E+001,5.82136869E-001,
2.00195313E-002,-6.89350009E-001,-1.43826127E-001,1.02500000E+001,1.83239099E-004,1.24739241E-008,1.02500000E+001,-6.92011276E-003,-3.72114033E-003,1.02500000E+001,9.06839371E-001,
2.02636719E-002,-6.88289464E-001,-1.44054070E-001,1.03750000E+001,1.59593677E-004,3.64125263E-008,1.03750000E+001,7.92934932E-003,-1.03562158E-002,1.03750000E+001,7.45668590E-001,
2.05078125E-002,-6.75563037E-001,-1.41318858E-001,1.05000000E+001,1.63040109E-004,1.11969802E-008,1.05000000E+001,5.42752584E-003,-5.34873316E-003,1.05000000E+001,8.45612884E-001,
2.07519531E-002,-6.43746853E-001,-1.45193741E-001,1.06250000E+001,1.66051002E-004,1.05899156E-008,1.06250000E+001,2.63589225E-003,-5.87540865E-003,1.06250000E+001,6.50278747E-001,
2.09960938E-002,-6.54352248E-001,-1.37216061E-001,1.07500000E+001,1.57368981E-004,1.13683294E-008,1.07500000E+001,-7.19400449E-003,-3.10919434E-003,1.07500000E+001,8.50170314E-001,
2.12402344E-002,-6.76623583E-001,-1.46333396E-001,1.08750000E+001,1.54573994E-004,1.70226500E-008,1.08750000E+001,-3.97765310E-003,-5.08840429E-003,1.08750000E+001,3.78782541E-001,
2.14843750E-002,-7.42376924E-001,-1.52259678E-001,1.10000000E+001,1.57358852E-004,1.04005782E-008,1.10000000E+001,-2.11696909E-003,-2.37625279E-003,1.10000000E+001,1.53231367E-001,
2.17285156E-002,-6.56473339E-001,-1.39951259E-001,1.11250000E+001,1.53338537E-004,2.49888199E-008,1.11250000E+001,-1.69500185E-003,-7.38551375E-003,1.11250000E+001,3.52342993E-001,
2.19726563E-002,-7.02076495E-001,-1.49524480E-001,1.12500000E+001,1.63371311E-004,3.31100978E-008,1.12500000E+001,1.54539943E-003,-6.64345408E-003,1.12500000E+001,2.29563564E-001,
2.22167969E-002,-7.29650497E-001,-1.50208279E-001,1.13750000E+001,1.64864803E-004,6.44129683E-009,1.13750000E+001,1.21708284E-003,2.80836388E-003,1.13750000E+001,2.39768282E-001,
2.24609375E-002,-6.37383640E-001,-1.47017211E-001,1.15000000E+001,1.64502824E-004,1.95874499E-008,1.15000000E+001,-1.03759971E-002,7.67804275E-004,1.15000000E+001,9.09047425E-001,
2.27050781E-002,-6.95713282E-001,-1.52031749E-001,1.16250000E+001,1.63645105E-004,6.92488111E-009,1.16250000E+001,-2.54027080E-004,-3.46520753E-003,1.16250000E+001,2.85305411E-001,
2.29492188E-002,-6.89350009E-001,-1.51803806E-001,1.17500000E+001,1.65678895E-004,4.16424539E-009,1.17500000E+001,-3.24517277E-005,-2.06869259E-003,1.17500000E+001,1.70308739E-001,
2.31933594E-002,-6.86168432E-001,-1.44281998E-001,1.18750000E+001,1.48790132E-004,1.22299291E-008,1.18750000E+001,1.76788264E-004,-1.84511382E-003,1.18750000E+001,4.17993292E-002,
2.34375000E-002,-6.75563037E-001,-1.49296537E-001,1.20000000E+001,1.49870029E-004,8.74258976E-009,1.20000000E+001,-2.36384664E-003,-2.52685277E-003,1.20000000E+001,2.05235809E-001,
2.36816406E-002,-6.87228918E-001,-1.56590417E-001,1.21250000E+001,1.46454564E-004,1.11429950E-008,1.21250000E+001,-7.02112122E-003,-3.59700783E-003,1.21250000E+001,8.17935288E-001,
2.39257813E-002,-7.03137040E-001,-1.59097686E-001,1.22500000E+001,1.57091214E-004,2.02900097E-009,1.22500000E+001,-8.43658472E-006,-2.69893929E-003,1.22500000E+001,5.64058542E-001,
2.41699219E-002,-6.62836552E-001,-1.47017211E-001,1.23750000E+001,1.58630690E-004,1.14754428E-008,1.23750000E+001,-2.05526059E-003,-1.09236885E-003,1.23750000E+001,7.48884007E-002,
2.44140625E-002,-6.59654975E-001,-1.47473067E-001,1.25000000E+001,1.44127567E-004,1.45679877E-008,1.25000000E+001,-7.36434432E-003,1.98141541E-004,1.25000000E+001,5.36915541E-001,
2.46582031E-002,-6.66018188E-001,-1.45877540E-001,1.26250000E+001,1.59707080E-004,1.47743080E-008,1.26250000E+001,-1.47420692E-003,-5.26001258E-003,1.26250000E+001,3.22594792E-001,
2.49023438E-002,-6.32080972E-001,-1.46333396E-001,1.27500000E+001,1.52441527E-004,6.03267347E-009,1.27500000E+001,2.28362042E-003,-3.04567651E-003,1.27500000E+001,3.66220027E-001,
2.51464844E-002,-6.40565276E-001,-1.40863001E-001,1.28750000E+001,1.53122441E-004,2.92868196E-009,1.28750000E+001,2.27479171E-003,-3.23275360E-003,1.28750000E+001,8.17117393E-001,
2.53906250E-002,-6.57533884E-001,-1.49296537E-001,1.30000000E+001,1.49435567E-004,1.28360089E-009,1.30000000E+001,-1.80394331E-003,-2.02623568E-003,1.30000000E+001,8.56901646E-001,
2.56347656E-002,-6.47989035E-001,-1.41090930E-001,1.31250000E+001,1.47759463E-004,1.32964519E-008,1.31250000E+001,-2.10138899E-003,3.26484139E-003,1.31250000E+001,1.67509198E-001,
2.58789063E-002,-6.70260310E-001,-1.43370271E-001,1.32500000E+001,1.47437910E-004,1.09978728E-008,1.32500000E+001,-7.10258260E-003,1.34501618E-003,1.32500000E+001,7.00471580E-001,
2.61230469E-002,-6.92531645E-001,-1.49752408E-001,1.33750000E+001,1.58966490E-004,5.19027621E-009,1.33750000E+001,4.08947608E-003,-3.89461149E-003,1.33750000E+001,9.76971209E-001,
2.63671875E-002,-6.73441947E-001,-1.41318858E-001,1.35000000E+001,1.49305037E-004,4.81799223E-009,1.35000000E+001,-3.20666051E-003,7.11604429E-004,1.35000000E+001,3.34317774E-001,
2.66113281E-002,-6.57533884E-001,-1.47701010E-001,1.36250000E+001,1.49354426E-004,4.77639528E-009,1.36250000E+001,3.07148951E-003,-2.24660216E-005,1.36250000E+001,2.95025259E-001,
2.68554688E-002,-6.68139279E-001,-1.52259678E-001,1.37500000E+001,1.49625383E-004,6.42755271E-009,1.37500000E+001,-4.37192293E-003,-3.56264994E-003,1.37500000E+001,7.40436912E-001,
2.70996094E-002,-6.32080972E-001,-1.46789268E-001,1.38750000E+001,1.40828735E-004,1.46291068E-008,1.38750000E+001,-9.56210494E-003,-2.95563089E-003,1.38750000E+001,9.64248657E-001,
2.73437500E-002,-6.59654975E-001,-1.46333396E-001,1.40000000E+001,1.50327251E-004,2.12557243E-008,1.40000000E+001,-9.43903998E-003,-3.00449639E-004,1.40000000E+001,6.30729616E-001,
2.75878906E-002,-6.73441947E-001,-1.58413887E-001,1.41250000E+001,1.47797691E-004,5.41735279E-009,1.41250000E+001,-2.20786920E-003,4.16111527E-003,1.41250000E+001,6.05279267E-001,
2.78320313E-002,-6.52231157E-001,-1.57730088E-001,1.42500000E+001,1.54756621E-004,1.10492699E-008,1.42500000E+001,-1.97308860E-003,-7.61539815E-003,1.42500000E+001,8.66873205E-001,
2.80761719E-002,-6.64957643E-001,-1.60237357E-001,1.43750000E+001,1.38145493E-004,2.25672503E-009,1.43750000E+001,-2.79829581E-003,7.12558103E-004,1.43750000E+001,5.10348797E-001,
2.83203125E-002,-6.52231157E-001,-1.55678689E-001,1.45000000E+001,1.38495147E-004,1.05127755E-008,1.45000000E+001,2.12431420E-003,-1.35395164E-003,1.45000000E+001,8.36049095E-002,
2.85644531E-002,-6.54352248E-001,-1.49068609E-001,1.46250000E+001,1.47892162E-004,9.39721989E-009,1.46250000E+001,1.37467682E-003,-3.93188372E-003,1.46250000E+001,2.73072898E-001,
2.88085938E-002,-6.95713282E-001,-1.59553558E-001,1.47500000E+001,1.42840305E-004,1.46666652E-008,1.47500000E+001,-4.47941292E-003,-8.01155716E-003,1.47500000E+001,8.20583999E-001,
2.90527344E-002,-6.38444185E-001,-1.57958016E-001,1.48750000E+001,1.49803644E-004,2.40319622E-008,1.48750000E+001,-1.00278193E-002,-1.25914370E-003,1.48750000E+001,6.36697233E-001,
